StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
BIHAR,MUZAFFARPUR,SAKRA,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,Query about spray of Gibberellic  acid in wheat ,किसान भाई गेहूं के फसल में जिब्रेलिक एसिड0.001 % L  का प्रयोग 1 ml में प्रति लीटर पानी में मिलाकर छिड़काव करें |,2023-02-03T20:20:09.533,2023,2
HARYANA,REWARI,JATUSANA,NA,AGRICULTURE,Others,Others,	Plant Protection	,"Information regarding sowing time of musk  melon  ?
",खरबूजे की खेती के लिए फरवरी का पहला सप्ताह अनुकूल समय होता है।,2023-02-03T20:22:30.633,2023,2
HARYANA,JIND,JULANA,NA,AGRICULTURE,Others,Others,	Plant Protection	,"
Information regarding Pradhan Mantri Fasal Bima Yojana?
",--किसान आपदा के 72 घंटों के भीतर -भीतर फसल बीमा योजना की जानकारी व् शिकायत के लिए आप अपने स्थानीय नजदीकी कृषि कार्यालय या कृषि विकास अधिकारी या बीमित कंपनी के अधिकारी से संपर्क करें। या फिर अपने नजदीकी सीएससी सेंटर पर जाकर https://pmfby.gov.in/ पर अपनी फसल का ऑनलाइन आवेदन कराएं |,2023-02-03T20:23:22.41,2023,2
JAMMU AND KASHMIR,BADGAM,BADGAM,NA,AGRICULTURE,Others,Others,Government Schemes,Pm kisan yojana,"Farmer Name : Mohammad Ayoub Sheikh
Father Name: GH MOHD SHEIKH	Mobile Number: ******6834
State: JAMMU AND KASHMIR	District: Budgam
Village: Kthergund	Town: NA
Ward: NA	Home Address: KATHAIR
Registration Status: Registration done ( JK287352366 )	Registration Date: 02/11/2020
Aadhaar Demo Authentication Status: Success	eKYC Done : YES
Eligibility : YES	
Payment Mode: AADHAAR
Account Number: NA
PFMS / Bank Status: Farmer Record has been accepted by PFMS / Bank	
PFMS Response Date: 06/03/2022
Land Seeding: YES	
Status	Ist Installment	2nd Installment	3rd Installment	4th Installment	5th Installment
Payment Status:	1st installment payment done	2nd installment payment done	3rd installment payment done	4th installment payment done	5th installment payment done
Bank Name:	THE JAMMU AND KASHMIR BANK LTD	THE JAMMU AND KASHMIR BANK LTD	THE JAMMU AND KASHMIR BANK LTD	THE JAMMU AND KASHMIR BANK LTD	THE JAMMU AND KASHMIR BANK LTD
Credited Account:	********0228	********0228	********0228	********0228	********0228
Credited Date:	16/12/2020	26/12/2020	02/01/2022	03/01/2022	03/01/2022
UTR No:	********84A7	********2478	********4DCA	********D168	********5E1A
Transaction Failed Reason:	-----	-----	-----	-----	-----
FTO Pending Reason:	-----	-----	FTO will be generated	-----	-----
Status	6th Installment	7nth Installment	8th Installment	9th Installment	10th Installment
Payment Status:	6th installment payment done	7nth installment payment done	-----	-----	-----
Bank Name:	CANARA BANK	CANARA BANK	-----	-----	-----
Credited Account:	********3395	********3395	-----	-----	-----
Credited Date:	01/06/2022	18/10/2022	-----	-----	-----
UTR No:	********8456	********0822	-----	-----	-----
Transaction Failed Reason:	-----	-----	-----	-----	-----
FTO Pending Reason:	-----	-----	-----	-----	-----
Status	11th Installment	12th Installment			
Payment Status:	-----	-----			
Bank Name:	-----	-----			
Credited Account:	-----	-----			
Credit Date:	-----	-----			
UTR No:	-----	-----			
Transaction Failed Reason:	-----	-----			
FTO Pending Reason:	-----	-----",2023-02-03T20:27:23.383,2023,2
WEST BENGAL,SOUTH 24 PARGANAS,BASANTI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,ASKED ABOUT INCREASE THE GROWTH OF PADDY CROP.,SPRAY  N;P:K (18:18:18)  @ 5 gm / LIT. OF WATER   AFTER4 DAYS SPRAY  N-TRIACONTAN0L @ 1 ML / 3 LIT OF WATER.,2023-02-03T20:27:38.327,2023,2
UTTAR PRADESH,MATHURA,BALDEO,NA,AGRICULTURE,Cereals,Wheat,Weather,Information about weather  forecast of block Baldeo in district Mathura….?,"महोदय , 3 फरवरी से 9 फरवरी तक के बीच वर्षा होने की सम्भावना नहीं है आंशिक रूप से बादल छाए रहेंगे। आज का न्यूनतम तापमान 12 डिग्री सेल्सियस और अधिकतम तापमान 21 डिग्री सेल्सियस और हवा की गति 7-11 किलोमीटर प्रति घंटा रहने की संभावना है मौसम के अनुसार कृषि कार्य करें",2023-02-03T20:28:04.91,2023,2
PUNJAB,BARNALA,SEHNA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather, 2-3 ਦਿਨ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ ਅਤੇ ਮੌਸਮ ਬੱਦਲਵਾਈ ਰਹਿਣ ਦੀ ਸੰਭਾਵਨਾ ਹੈ  I ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 20 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 10 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2023-02-03T20:28:32.037,2023,2
MADHYA PRADESH,SAGAR,BANDA,NA,AGRICULTURE,Others,Others,Government Schemes,"Farmer wants to know information about PM Kisan Samman Nidhi Yojana?
","प्रधानमंत्री किसान सम्मान निधि योजना के बारे में अधिक जानकारी के निम्न वेबसाइट http://www.pmkisan.gov.in  के माध्यम से या पीएम-`नंबर 155261/011-24300606 के माध्यम से प्राप्त करेंl अगली किस्त फरवरी-मार्च में आने की संभावना है।
",2023-02-03T20:29:14.89,2023,2
UTTAR PRADESH,ALLAHABAD,PHULPUR,NA,AGRICULTURE,Others,Others,Government Schemes,Tell me about the Pradhan Mantri Kisan Samman Nidhi Yojana ?,"श्रीमान जी प्रधानमंत्री किसान सम्मान निधि योजना से संबंधित अधिक जानकारी के लिए आप अपने यहां के राजकीय बीज गोदाम प्रभारी या जिला कृषि उपनिदेशक कार्यालय पर संपर्क करें या कृषि निदेशालय में अधिक जानकारी के लिए विभाग के नंबर पर संपर्क – 1800 180 1488 ,011 – 23381092, करके जानकारी प्राप्त करें",2023-02-03T20:29:16.09,2023,2
HARYANA,SONEPAT,SONIPAT,NA,HORTICULTURE,Vegetables,Onion,Nutrient Management,Information regarding fertilizer dose in onion ?,"प्याज में उर्वरकों की मात्रा :- 20 टन  कम्पोस्ट, 100 किलोग्राम यूरिया,125 किलोग्राम सिंगल सुपर फॉस्फेट,  35 किलोग्राम म्यूरेट ऑफ़ पोटाश,  10 किलोग्राम जिंक सल्फेट (21%) +10 किग्रा सागरिका प्रति किल्ला बहुत है I
फसल में अच्छी बढ़वार के लिए आप सागरिका 250 ml @ 100 लीटर पानी के हिसाब से तथा एनपीके (18:18:18 ) 1 किलोग्राम @ 100 लीटर पानी के हिसाब से अलग-अलग सपरे करा सकते हैं
",2023-02-03T20:29:26.433,2023,2
MADHYA PRADESH,WEST NIMAR,BHIKANGAON,NA,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,farmer wants to know control measure for wilt in Bengal crop ?,"फसल मैं फफूंद जनित रोगों की रोकथाम के लिए आप छिड़काव करें थायोफिनेट  मिथाइल 70% WP @ 25 ग्राम और स्ट्रेप्टोसिक्लिन  (स्ट्रेप्टोमाइसिन  सलफेट  IP ९०% + टेट्रासाइक्लिन  हाइड्रोक्लोराइड  IP १०%) @  २ ग्राम  का उपयोग 15 लीटर पानी मैं मिलाकर स्प्रे करेंI 

फसल मैं फफूंद जनित रोगों की रोकथाम के लिए  कॉपर  ऑक्सी क्लोराइड ५०% WP @ ४०  ग्राम और स्ट्रेप्टोसिक्लिन (स्ट्रेप्टोमाइसिन  सलफेट  IP ९०% + टेट्रासाइक्लिन  हाइड्रोक्लोराइड  IP १०%) @  २  ग्राम का उपयोग १५  लीटर पानी मैं मिलाकर स्प्रे करें|",2023-02-03T20:35:30.863,2023,2
WEST BENGAL,North DINAJPUR,GOALPOKHAR-I,NA,AGRICULTURE,Others,0,Market Information,Farmer asked query on Mandi details,,2023-02-03T20:37:42.98,2023,2
UTTAR PRADESH,JAUNPUR,JALAL PUR,NA,HORTICULTURE,Vegetables,Bottle Gourd ,Cultural Practices,Information regarding sowing of vegetables,श्रीमान जी यदि सब्जियों की बुवाई करना चाहते हैं जायद की तो कर सकते हैं समय अच्छा चल रहा है,2023-02-03T20:38:19.373,2023,2
WEST BENGAL,EAST MEDINIPUR,PANSKURA-I,NA,AGRICULTURE,Cereals,Paddy (Dhan),Weather,Farmer asked query on Weather,"আগামী পাঁচ দিন বৃষ্টিপাতের কোনো সম্ভাবনা নেই, আকাশ সাধারণত আংশিক মেঘলা থাকবে. আজকের প্রত্যাশিত সর্বোচ্চ তাপমাত্রা ২৫ ডিগ্রী সেলসিয়াস এবং সর্বনিম্ন তাপমাত্রা ১৩ ডিগ্রী সেলসিয়াস, এবং বাতাসের গতি ১০ কিমি প্রতি ঘন্টা.
",2023-02-03T20:39:26.203,2023,2
MADHYA PRADESH,SHEOPUR KALA,VIJAYPUR,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer wants know information about PM-Kisan Samman Nidhi yojana? ,-- प्रधानमंत्री किसान सम्मान निधि योजना के तहत आपकी 11 किस्त आ चुकी है अगली किस्त फरवरी या मार्च महा में आने की संभावना है,2023-02-03T20:40:58.15,2023,2
HARYANA,GURGAON,SOHNA,NA,AGRICULTURE,Others,Others,Government Schemes,"other state call
","आप अपने राज्य की सिम से और अपने राज्य में रहकर यही नंबर डायल करे I
",2023-02-03T20:41:08.867,2023,2
TAMILNADU,PERAMBALUR,ALATHUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,Farmer asked query on Weather,"கேள்வி :பெரம்பலூர் மாவட்டம்  ஆலந்தூர்  வானிலை தகவல் .பதில்: இன்று  வானம்  மேகம்மூட்டதுடன் காணப்படும் மேலும் லேசான   மழைக்கான வாய்ப்பு உள்ளது இன்றைய   வெப்பநிலை 23 -27  டிகிரி செல்சியஸ் காற்றின் வேகம் மணிக்கு 6  கிலோ மீட்டர். 
",2023-02-03T20:41:38.8,2023,2
WEST BENGAL,EAST MEDINIPUR,PANSKURA-I,NA,HORTICULTURE,Vegetables,Ash Gourd (Petha),Cultural Practices,ASKING ABOUT CULTIVATION OF ASH GOURD ,"পুষ্টিগুণঃ  চাল কুমড়া পুষ্টিকর সবজি। চাল কুমড়ায় বিভিন্ন ধরণের ভিটামিন, আমিষ, শর্করা, চর্বি ও ক্যালসিয়াম রয়েছে। 

ঔষধি গুণঃ  চাল কুমড়ার বড়ি ও মোরব্বা ফুসফুসের জন্য উপকারী। চাল কুমড়ার বীজ কৃমি নাশ করে থাকে। এবং এর রসের সাথে চিনি মিশিয়ে খেলে অজীর্ণ রোগ ভাল হয়।

জাত পরিচিতি
হাইব্রীড চালকুমড়াঃ হীরা – ৪৫১

এ জাতের চালকুমড়া গাঢ় সবুজ এবং ফলের গড় ওজন ১-১.৫ কেজি। এ জাতের চালকুমড়া সারা বছর বপন করা যায়। ফসল ৫০-৫৫ দিনে সংগ্রহ করা যায়। এ জাতটি রোগ প্রতিরোধ ক্ষমতা সম্পন্ন, উচ্চ ফলনশীল হাইব্রীড জাত, দুর পরিবহনে সুবিধাজনক। প্রতি একরে ৩০-৩৫ টন ফলন পাওয়া যায়।

আরও পড়ুনঃ  মহা উপকারী সবজি শসার আধুনিক চাষ পদ্ধতি
উফশী চালকুমড়াঃ সবুজ 

এ জাতের চালকুমড়া গাঢ় সবুজ এবং ফলের গড় ওজন ২-২.৫ কেজি। এ জাতের চালকুমড়া মাঘ থেকে চৈত্র মাস পর্যন্ত বপন করা যায়। ফসল ৬০-৬৫ দিনে সংগ্রহ করা যায়। প্রতিটি চালকুমড়া ১০-১২ ইঞ্চি। এ জাতটি ভাইরাস, ডাউনি মিলডিউ এবংপাউডারিমিলডিউ সহনশীল। প্রতি একরে ২৫-৩০ টন ফলন পাওয়া যায়।

চালকুমড়া ভৈরবী

এ জাতটি উচ্চ ফলনশীল চালকুমড়ার জাত। চালকুমড়ার রং সবুজ এবং ফলের গড় ওজন ১.৫ কেজি। এ জাতের চালকুমড়া শীত ব্যতীত প্রায় সারা বছর চাষ করা যায়। ফসল ৪০-৪৫ দিনে আসা শুরু করে। প্রতিটি চালকুমড়া ২০-২৫ সেমিঃ লম্বা। প্রতি একরে ১০-১৫ টন ফলন পাওয়া যায়।

চালকুমড়া ওয়ান্ডারফুল

এ জাতটি উচ্চ ফলনশীল চালকুমড়ার জাত। চালকুমড়ার রং সবুজ এবং ফলের গড় ওজন ১.৫-২.০ কেজি। এ জাতের চালকুমড়া চৈত্র হতে কার্ত্তিক মাস পর্যন্ত চাষ করা যায়। ফসল ৪০-৪৫ দিনে আসা শুরু করে। প্রতিটি চালকুমড়া ২৫-৩০ সেমিঃ লম্বা। প্রতি গাছে ৮-১০ টি এবং প্রতি একরে ১৩-১৮ টন ফলন পাওয়া যায়।

চালকুমড়া সুমাইয়া

এ জাতটি উচ্চ ফলন ক্ষমতা সম্পন্ন, হাইব্রীড, পাকা চালকুমড়া সংরক্ষন উপযোগী এবং দুর পরিবহনে সুবিধাজনক। চালকুমড়া লম্বাটে গোলাকার এবং সবুজ রং এর। ৪ x ৪ দূরত্বে বীজ রোপন করতে হয়। রোপনের ৫০ দিন পর কচি জালি সংগ্রহ করা যায়। প্রতি একরে ১২ টন ফলন পাওয়া যায়।

এছাড়াও জুপিটার এফ-১, পোলস্টার এফ-১, দূরন্ত, দূর্বার নামে আরো কয়েকটি জাত রয়েছে।

চালকুমড়া চাষের মাটি
বন্যামুক্ত এবং নিস্কাশনের ব্যবস্থা আছে এমন দো-আঁশ ও এটেল দো-আঁশ মাটিতে এর চাষ ভাল হয়। 

বীজ বপনের সময়ঃ  সারা বছর কুমড়ার চাষ করা যায়। তবে চৈত্র থেকে জ্যৈষ্ঠ মাস পর্যন্ত বীজ বোনার উপযুক্ত সময়। 

জমি তৈরি
ঘরের চালে তুলে দিলে মাদা তৈরি করে নিতে হয়। আর জমিতে চাষ করলে কয়েকটি চাষ ও মই দিয়ে পরে মাদা তৈরি করতে হয়।

গর্ত তৈরিঃ ৭৫ সেঃ মিঃ (২.৫ ফুট) চওড়া ও ৬০ সেঃ মিঃ (২ ফুট) গভীর গর্ত তৈরি করতে হবে।
রোপণের দূরত্বঃ  ২-২.৫০ মিটার দূরে দূরে মাদা তৈরি করে বীজ বুনতে হবে।

বীজ বপনঃ  প্রতি মাদায় ৪-৫টি বীজ বুনতে হয়। প্রতি মাদায় দুটি সবল চারা রাখতে হবে। 
পরিচর্যাঃ  প্রথমদিকে খরার সময় মাঝে মধ্যে সেচ দিলে ভাল হয়। বর্ষার পানি নিকাশের জন্য নালার ব্যবস্থা করতে হবে। গাছ বাওয়ার জন্য বাউনি মাচা দিতে হবে। মাঝে মাঝে কুপিয়ে মাটি আলগা করে গোড়ায় কিছু আলগা মাটি দিতে হয়। এতে আগাছাও দমন হয়।",2023-02-03T20:45:29.93,2023,2
